煎饼	张 [zhang1]
烟	根 [gen1], 缕 [lu:3]
烟卷儿	棵 [ke1]
烟头	根 [gen1]
煤	块 [kuai4]
照片	张 [zhang1], 套 [tao4], 幅 [fu2]
照相机	个 [ge4], 架 [jia4], 部 [bu4], 台 [tai2], 只 [zhi1]
熊猫	只 [zhi1]
热气	股 [gu3]
热水瓶	个 [ge4]
灯	盏 [zhan3]
灯塔	座 [zuo4]
灯泡	个 [ge4]
营业员	个 [ge4]
营养	种 [zhong3]
争论	次 [ci4], 场 [chang3]
父亲	个 [ge4]
爸爸	个 [ge4], 位 [wei4]
爷爷	个 [ge4]
墙	面 [mian4], 堵 [du3]
牌	片 [pian4], 个 [ge4], 块 [kuai4]
牙	颗 [ke1]
牙刷	把 [ba3]
牙线	条 [tiao2]
牙膏	管 [guan3]
牙齿	颗 [ke1]
牛	条 [tiao2], 头 [tou2]
牛仔裤	条 [tiao2]
牛奶	瓶 [ping2], 杯 [bei1]
牛马	只 [zhi1]
物价	个 [ge4]
物质	个 [ge4]
特点	个 [ge4]
状态	个 [ge4]
状况	个 [ge4]
狗	只 [zhi1], 条 [tiao2]
狗吠	声 [sheng1]
狗獾	只 [zhi1]
狗鹫	只 [zhi1]
狠劲	股 [gu3]
狼	匹 [pi3], 只 [zhi1], 条 [tiao2]
猴	只 [zhi1]
猴子	只 [zhi1]
狮子	只 [zhi1], 头 [tou2]
奖	个 [ge4]
奖学金	笔 [bi3]
奖章	枚 [mei2]
奖项	项 [xiang4]
玉米	粒 [li4]
王后	个 [ge4], 位 [wei4]
玫瑰	朵 [duo3], 棵 [ke1]
玳瑁眼镜	副 [fu4]
玻璃	张 [zhang1], 块 [kuai4]
珍珠	颗 [ke1]
珠	粒 [li4], 颗 [ke1]
珠子	粒 [li4], 颗 [ke1]
班	个 [ge4]
班机	趟 [tang4], 次 [ci4], 班 [ban1]
班长	个 [ge4]
现代化	个 [ge4]
现象	个 [ge4], 种 [zhong3]
球	个 [ge4], 场 [chang3]
球场	个 [ge4], 处 [chu4]
球赛	场 [chang3]
球迷	个 [ge4]
理由	个 [ge4]
理论	个 [ge4]
理发店	家 [jia1]
理发厅	家 [jia1]
环境	个 [ge4]
瓦片	块 [kuai4]
瓶	个 [ge4]
瓶子	个 [ge4]
甘蔗	节 [jie2]
生命	个 [ge4], 条 [tiao2]
生意	笔 [bi3]
生日	个 [ge4]
生物	个 [ge4]
生词	组 [zu3], 个 [ge4]
产品	个 [ge4]
用处	个 [ge4]
田	片 [pian4]
田野	片 [pian4]
申请	份 [fen4]
男	个 [ge4]
男人	个 [ge4]
男孩	个 [ge4]
留学生	个 [ge4], 位 [wei4]
留言簿	本 [ben3]
画	幅 [fu2], 张 [zhang1]
画报	本 [ben3], 份 [fen4], 册 [ce4], 期 [qi1]
画家	个 [ge4]
当铺	家 [jia1], 间 [jian1]
病	场 [chang2]
病人	个 [ge4]
病室	间 [jian1]
病房	间 [jian1]
痛苦	个 [ge4]
发动机	台 [tai2]
发明	个 [ge4]
发言	个 [ge4]
白天	个 [ge4]
白杨	棵 [ke1]
白菜	棵 [ke1], 个 [ge4]
白发	根 [gen1]
百科全书	本 [ben3], 集 [ji2]
皇帝	个 [ge4]
皮	张 [zhang1]
皮具	件 [jian4]
皮带	条 [tiao2], 根 [gen1]
皮肤	层 [ceng2], 块 [kuai4]
皮革	张 [zhang1]
皱纹	道 [dao4]
盆	个 [ge4]
盒带	盘 [pan2]
盘子	个 [ge4]
盘秤	台 [tai2]
盥洗室	间 [jian1]
目标	个 [ge4]
目的	个 [ge4]
直升机	架 [jia4]
相片	张 [zhang1]
眉毛	根 [gen1]
看法	个 [ge4]
真心	片 [pian4]
真理	个 [ge4]
眼	只 [zhi1], 双 [shuang1]
眼泪	滴 [di1]
眼睛	只 [zhi1], 双 [shuang1]
眼镜	副 [fu4]
矛盾	个 [ge4]
知识	门 [men2]
石碑	方 [fang1]
石头	块 [kuai4]
研究	项 [xiang4]
研究所	个 [ge4]
硬币	枚 [mei2]
砚台	方 [fang1]
碑	块 [kuai4], 面 [mian4]
碗	只 [zhi1], 个 [ge4]
碟子	盘 [pan2]
碟片	张 [zhang1]
码头	个 [ge4]
磁带	盘 [pan2], 盒 [he2]
砖	块 [kuai4]
矿泉水	瓶 [ping2], 杯 [bei1]
社会	个 [ge4]
社论	篇 [pian1]
祝贺	个 [ge4]
神	个 [ge4]
票	张 [zhang1]
礼	份 [fen4]
礼堂	座 [zuo4], 处 [chu4]
礼拜	个 [ge4]
礼物	件 [jian4], 个 [ge4], 份 [fen4]
禾苗	棵 [ke1]
秀	场 [chang2]
秋天	个 [ge4]
科	个 [ge4]
科学	门 [men2], 个 [ge4], 种 [zhong3]
科学家	个 [ge4]
科学院	个 [ge4]
科长	个 [ge4]
秘密	个 [ge4]
秤	台 [tai2]
秩序	个 [ge4]
程度	个 [ge4]
种子	颗 [ke1], 粒 [li4]
稿费	笔 [bi3]
空调	台 [tai2]
窗	扇 [shan4]
窗户	个 [ge4], 扇 [shan4]
窑洞	孔 [kong3]
窃蠹甲	只 [zhi1]
立场	个 [ge4]
竞赛	个 [ge4]
竹	棵 [ke1], 支 [zhi1], 根 [gen1]
竹子	棵 [ke1], 支 [zhi1], 根 [gen1]
竿子	根 [gen1], 个 [ge4]
笑	个 [ge4]
笑容	副 [fu4]
笑脸	副 [fu4]
笑话	个 [ge4]
笛子	管 [guan3]
笞杖	根 [gen1]
笤帚	把 [ba3]
笔	支 [zhi1], 枝 [zhi1]
笔记	本 [ben3]
笔记本	本 [ben3]
笔记本电脑	台 [tai2], 部 [bu4]
笔误	处 [chu4]
笔电	台 [tai2], 部 [bu4]
筐	只 [zhi1]
答卷	份 [fen4], 张 [zhang1]
答案	个 [ge4]
筷子	对 [dui4], 根 [gen1], 把 [ba3], 双 [shuang1]
箍带	条 [tiao2]
算盘	把 [ba3]
管子	根 [gen1]
管理	个 [ge4]
管龠	把 [ba3]
箭	支 [zhi1]
箱子	只 [zhi1], 个 [ge4]
节	个 [ge4]
节日	个 [ge4]
节目	台 [tai2], 个 [ge4], 套 [tao4]
范围	个 [ge4]
筛子	面 [mian4]
篮子	只 [zhi1]
篮球	个 [ge4], 只 [zhi1]
米	粒 [li4]
粉笔	支 [zhi1], 段 [duan4]
粉丝	把 [ba3]
粥	碗 [wan3]
精神	个 [ge4]
糖	颗 [ke1], 块 [kuai4]
糖果	粒 [li4]
粮食	种 [zhong3]
糯米糕	块 [kuai4]
系主任	位 [wei4], 个 [ge4]
系统	个 [ge4]
纪念	个 [ge4]
纪念章	枚 [mei2]
纪录片	部 [bu4]
约会	次 [ci4], 个 [ge4]
红旗	面 [mian4]
红树	棵 [ke1]
红茶	杯 [bei1], 壶 [hu2]
纸	张 [zhang1], 沓 [da2]
纸巾	张 [zhang1], 包 [bao1]
纸币	张 [zhang1]
级	个 [ge4]
终点	个 [ge4]
组织	个 [ge4]
结合	次 [ci4]
结婚	次 [ci4]
结果	个 [ge4]
结构	座 [zuo4], 个 [ge4]
结论	个 [ge4]
丝	条 [tiao2]
经文	本 [ben3]
经历	个 [ge4], 次 [ci4]
经理	个 [ge4], 位 [wei4], 名 [ming2]
经费	笔 [bi3]
经过	个 [ge4]
绸	匹 [pi3]
绸子	匹 [pi3]
网球	个 [ge4]
网球赛	场 [chang3]
紧张	阵 [zhen4]
线	条 [tiao2], 股 [gu3], 根 [gen1]
练习	个 [ge4]
练习本	本 [ben3]
缝	道 [dao4]
缝纫机	架 [jia4]
纵队	列 [lie4], 路 [lu4]
总理	个 [ge4], 位 [wei4], 名 [ming2]
总结	个 [ge4]
总统	个 [ge4], 位 [wei4], 名 [ming2], 届 [jie4]
绳	根 [gen1]
绳子	条 [tiao2]
继女	个 [ge4], 名 [ming2]
纤维	种 [zhong3]
缸	口 [kou3]
缺点	个 [ge4]
罐头	个 [ge4]
罩衣	件 [jian4]
骂	通 [tong4], 顿 [dun4]
骂声	片 [pian4]
羊	头 [tou2], 只 [zhi1]
羌鹫	只 [zhi1]
美人计	条 [tiao2]
美国人	个 [ge4]
美容店	家 [jia1]
美术	种 [zhong3]
羚羊	只 [zhi1]
义务	项 [xiang4]
羽毛球	个 [ge4]
翅子	只 [zhi1]
翅膀	个 [ge4], 对 [dui4]
翎毛	根 [gen1]
习惯	个 [ge4]
翻译	个 [ge4], 位 [wei4], 名 [ming2]
老大娘	位 [wei4]
老大妈	位 [wei4]
老大爷	位 [wei4]
老太太	位 [wei4]
老师	个 [ge4], 位 [wei4]
老百姓	个 [ge4]
老虎	只 [zhi1]
老板	个 [ge4]
老鼠	只 [zhi1]
考试	次 [ci4]
考试卷	张 [zhang1]
耳光	记 [ji4]
耳坠子	对 [dui4], 只 [zhi1]
耳套	副 [fu4]
耳朵	只 [zhi1], 个 [ge4], 对 [dui4]
耳环	只 [zhi1], 对 [dui4]
圣像	张 [zhang1]
圣经	本 [ben3], 部 [bu4]
声明	项 [xiang4], 份 [fen4]
声调	个 [ge4]
声音	个 [ge4]
职员	个 [ge4], 位 [wei4]
职工	个 [ge4]
肚子	个 [ge4]
肝	叶 [ye4], 个 [ge4]
肥皂	块 [kuai4], 条 [tiao2]
肩带	条 [tiao2]
肺	个 [ge4]
胃	个 [ge4]
背包	个 [ge4]
背心	件 [jian4]
背景	种 [zhong3]
胡同	条 [tiao2]
胳膊	只 [zhi1], 条 [tiao2], 双 [shuang1]
胳臂	条 [tiao2], 只 [zhi1]
胸章	枚 [mei2]
能力	个 [ge4]
能源	个 [ge4]
脖子	个 [ge4]
脾气	个 [ge4]
脑子	个 [ge4]
脑袋	颗 [ke1], 个 [ge4]
脚	双 [shuang1], 只 [zhi1]
脚踏车	辆 [liang4]
腿	条 [tiao2]
膏	帖 [tie3]
脸	张 [zhang1], 个 [ge4]
脸盆	个 [ge4]
卧室	间 [jian1]
自由	种 [zhong3]
自行车	辆 [liang4]
臭骂	顿 [dun4]
臭脸	张 [zhang1], 副 [fu4]
舅舅	个 [ge4]
兴趣	个 [ge4]
舌头	个 [ge4]
舞厅	间 [jian1]
舞会	场 [chang3]
航次	个 [ge4]
航空公司	家 [jia1]
航空母舰	艘 [sou1]
船	条 [tiao2], 艘 [sou1], 只 [zhi1]
舰队	支 [zhi1]
色	种 [zhong3]
花	朵 [duo3], 支 [zhi1], 束 [shu4], 把 [ba3], 盆 [pen2], 簇 [cu4]
花儿	首 [shou3]
花园	座 [zuo4], 个 [ge4]
花瓣	片 [pian4]
花瓶	对 [dui4]
花生	粒 [li4]
花茶	杯 [bei1], 壶 [hu2]
花豹	只 [zhi1]
苦肉计	条 [tiao2]
英雄	个 [ge4]
茅台酒	杯 [bei1], 瓶 [ping2]
茶	杯 [bei1], 壶 [hu2]
茶壶	把 [ba3]
茶杯	只 [zhi1]
茶叶	盒 [he2], 罐 [guan4], 包 [bao1], 片 [pian4]
茶馆	家 [jia1]
草	棵 [ke1], 撮 [zuo3], 株 [zhu1], 根 [gen1]
草原	片 [pian4]
草地	片 [pian4]
草莓	颗 [ke1]
荒岛	个 [ge4], 座 [zuo4]
庄稼	种 [zhong3]
茎	条 [tiao2]
菜	盘 [pan2], 道 [dao4]
菜刀	把 [ba3]
菜单	份 [fen4], 张 [zhang1]
菜板	张 [zhang1]
菠菜	棵 [ke1]
华侨	个 [ge4], 位 [wei4], 名 [ming2]
落地窗	扇 [shan4]
叶子	片 [pian4]
著作	部 [bu4]
蒜	头 [tou2], 瓣 [ban4]
苍蝇	只 [zhi1]
蔬菜	种 [zhong3]
薄膜	层 [ceng2]
艺术品	件 [jian4]
艺术家	个 [ge4], 位 [wei4], 名 [ming2]
艺术片	部 [bu4]
药	种 [zhong3], 服 [fu4], 味 [wei4]
药丸	粒 [li4]
药片	片 [pian4]
苹果	个 [ge4], 颗 [ke1]
萝卜	个 [ge4], 根 [gen1]
虎	只 [zhi1]
处分	个 [ge4]
虚惊	场 [chang2]
号	个 [ge4]
号码	堆 [dui1], 个 [ge4]
号码牌	条 [tiao2], 块 [kuai4], 片 [pian4]
蚊帐	顶 [ding3]
蛀牙	颗 [ke1], 个 [ge4]
蛇	条 [tiao2]
蛋	个 [ge4], 打 [da2]
蛋糕	块 [kuai4], 个 [ge4]
蛙	只 [zhi1]
蜂群	队 [dui4]
蜜蜂	只 [zhi1], 群 [qun2]
蝌蚪	只 [zhi1], 条 [tiao2]
蝴蝶	只 [zhi1]
螃蟹	只 [zhi1]
螺丝刀	把 [ba3]
虫	条 [tiao2], 只 [zhi1]
虫子	条 [tiao2], 只 [zhi1]
蝇	只 [zhi1]
蛴螬	条 [tiao2]
蜡烛	根 [gen1], 支 [zhi1]
蠹鱼	只 [zhi1]
蠹鱼子	只 [zhi1]
血	滴 [di1], 片 [pian4]
血泪史	部 [bu4]
血管	根 [gen1]
行动	个 [ge4]
行星	颗 [ke1]
行李	件 [jian4]
街	条 [tiao2]
街道	条 [tiao2]
卫星	颗 [ke1]
卫生套	只 [zhi1]
卫生间	间 [jian1]
衣	件 [jian4]
衣服	件 [jian4], 套 [tao4]
衣柜	个 [ge4]
表格	张 [zhang1], 份 [fen4]
表演	场 [chang3]
被单	床 [chuang2]
被子	床 [chuang2]
裁判	个 [ge4], 位 [wei4], 名 [ming2]
裂缝	道 [dao4]
裙	条 [tiao2]
裙子	条 [tiao2]
补充	个 [ge4]
装甲车	辆 [liang4]
褥子	床 [chuang2]
裤子	条 [tiao2]
裤带	根 [gen1]
袜子	只 [zhi1], 对 [dui4], 双 [shuang1]
袜裤	条 [tiao2], 双 [shuang1]
衬衣	件 [jian4]
衬衫	件 [jian4]
西瓜	颗 [ke1], 粒 [li4], 个 [ge5]
西红柿	只 [zhi1]
西装	套 [tao4]
西餐	份 [fen4], 顿 [dun4]
要求	点 [dian3]
见面	次 [ci4]
规定	个 [ge4]
规模	个 [ge4]
亲事	门 [men2]
亲戚	门 [men2], 个 [ge4], 位 [wei4]
觉	场 [chang2]
观察	个 [ge4]
观点	个 [ge4]
角	个 [ge4]
解放	次 [ci4]
解释	个 [ge4]
订书机	台 [tai2]
计划	个 [ge4], 项 [xiang4]
计算	个 [ge4]
计算机	台 [tai2]
讨论	个 [ge4]
训练	个 [ge4]
记忆	个 [ge4]
记者	个 [ge4]
记录	个 [ge4]
访问	次 [ci4]
设备	个 [ge4]
设计	个 [ge4]
评论	篇 [pian1]
词	组 [zu3], 个 [ge4], 首 [shou3]
词典	部 [bu4], 本 [ben3]
试卷	份 [fen4], 张 [zhang1]
试验	次 [ci4], 个 [ge4]
诗	首 [shou3]
诗句	行 [hang2]
诗歌	本 [ben3], 首 [shou3], 段 [duan4]
话	种 [zhong3], 席 [xi2], 句 [ju4], 口 [kou3], 番 [fan1]
话剧	台 [tai2], 部 [bu4]
话术	套 [tao4]
语气	个 [ge4]
语言	门 [men2], 种 [zhong3]
语调	个 [ge4]
误会	个 [ge4]
说明	个 [ge4]
说明书	本 [ben3]
课	门 [men2], 堂 [tang2], 节 [jie2]
课堂	间 [jian1]
课文	篇 [pian1]
课本	本 [ben3]
课程	堂 [tang2], 节 [jie2], 门 [men2]
调整	个 [ge4]
调查	项 [xiang4], 个 [ge4]
调查表	张 [zhang1], 份 [fen4]
谈判	个 [ge4]
谈话	次 [ci4]
请求	个 [ge4]
论文	篇 [pian1]
谜语	条 [tiao2]
讲堂	家 [jia1], 间 [jian1]
讲座	个 [ge4]
讲话	个 [ge4]
证明	个 [ge4]
警察	个 [ge4]
议论	个 [ge4]
议题	项 [xiang4]
护士	个 [ge4]
护照	本 [ben3], 个 [ge4]
读者	个 [ge4]
变化	个 [ge4]
豆	棵 [ke1], 粒 [li4]
豆子	颗 [ke1]
象	只 [zhi1]
象棋	副 [fu4]
猪	口 [kou3], 头 [tou2]
豹子	头 [tou2]
猫	只 [zhi1]
财产	笔 [bi3]
贡献	个 [ge4]
货	个 [ge4]
货物	宗 [zong1]
货轮	艘 [sou1]
责任	个 [ge4]
买卖	桩 [zhuang1], 次 [ci4]
贷款	笔 [bi3]
费用	笔 [bi3], 个 [ge4]
贸易	个 [ge4]
贺年片	张 [zhang1]
资料	份 [fen4], 个 [ge4]
宾馆	个 [ge4], 家 [jia1]
质量	个 [ge4]
账	本 [ben3], 笔 [bi3]
超市	家 [jia1]
足球	个 [ge4]
距离	个 [ge4]
路	条 [tiao2]
路线	条 [tiao2]
身体	具 [ju4], 个 [ge4]
车	辆 [liang4]
车厢	节 [jie2]
车祸	场 [chang2]
车站	处 [chu4], 个 [ge4]
车轴	根 [gen1]
车间	个 [ge4]
车队	列 [lie4]
轧辊	根 [gen1]
军舰	艘 [sou1]
军队	支 [zhi1], 个 [ge4]
轮子	个 [ge4]
轮船	艘 [sou1]
轮回	个 [ge4]
转变	个 [ge4]
轿车	部 [bu4], 辆 [liang4]
轰炸	阵 [zhen4]
办公室	间 [jian1]
办公楼	座 [zuo4], 栋 [dong4]
办法	条 [tiao2], 个 [ge4]
辞典	本 [ben3], 部 [bu4]
辫子	根 [gen1], 条 [tiao2]
辩论	场 [chang3], 次 [ci4]
农村	个 [ge4]
农民	个 [ge4]
通知	个 [ge4]
通讯	个 [ge4]
速度	个 [ge4]
造币厂	座 [zuo4]
连环计	条 [tiao2]
连裤袜	双 [shuang1]
进化	个 [ge4]
进步	个 [ge4]
游戏	场 [chang3]
游艇	只 [zhi1]
游览	次 [ci4]
运动	场 [chang3]
运动员	名 [ming2], 个 [ge4]
运动会	个 [ge4]
运动衫	件 [jian4]
过程	个 [ge4]
道	条 [tiao2], 股 [gu3]
道德	种 [zhong3]
道理	个 [ge4]
道路	条 [tiao2]
遮羞布	块 [kuai4]
选票	张 [zhang1]
选举	次 [ci4], 个 [ge4]
遗产	笔 [bi3]
避孕套	只 [zhi1]
避风港	座 [zuo4], 个 [ge4]
邀请	个 [ge4]
邀请函	封 [feng1]
边	个 [ge4]
郊区	个 [ge4]
部分	个 [ge4]
部长	个 [ge4], 位 [wei4], 名 [ming2]
部门	个 [ge4]
部队	个 [ge4]
邮局	家 [jia1], 个 [ge4]
邮票	枚 [mei2], 张 [zhang1]
乡下	个 [ge4]
邻居	个 [ge4]
酒	杯 [bei1], 瓶 [ping2], 罐 [guan4], 桶 [tong3], 缸 [gang1]
酒吧	家 [jia1]
医务室	个 [ge4]
医务所	家 [jia1]
医生	个 [ge4], 位 [wei4], 名 [ming2]
医院	所 [suo3], 家 [jia1], 座 [zuo4]
重复	个 [ge4]
重量	个 [ge4]
野猪	头 [tou2]
金属	种 [zhong3]
金牌	枚 [mei2]
金镏子	条 [tiao2]
针	根 [gen1], 支 [zhi1]
钓竿	根 [gen1]
钓鱼杆	根 [gen1]
钞票	张 [zhang1], 扎 [za1]
铃	只 [zhi1]
铃铛	只 [zhi1]
钳子	把 [ba3]
铅笔	支 [zhi1], 枝 [zhi1], 杆 [gan3]
铅笔刀	把 [ba3]
铅箔	张 [zhang1]
银牌	枚 [mei2]
银行	家 [jia1], 个 [ge4]
铜	块 [kuai4]
铜像	座 [zuo4]
铜牌	枚 [mei2]
锄头	把 [ba3]
锯子	把 [ba3]
钢琴	架 [jia4], 台 [tai2]
钢笔	支 [zhi1]
录像	盘 [pan2]
录像带	盘 [pan2]
录影带	盘 [pan2]
录影机	台 [tai2]
录音	个 [ge4]
录音带	盘 [pan2], 盒 [he2]
录音机	台 [tai2]
锥子	把 [ba3]
锤子	把 [ba3]
钱	笔 [bi3]
锡箔纸	张 [zhang1]
错误	个 [ge4]
锅	口 [kou3], 只 [zhi1]
锁	把 [ba3]
镏银器	件 [jian4]
镍箔	张 [zhang1]
链条	根 [gen1], 条 [tiao2]
铲子	把 [ba3]
铲车	台 [tai2]
镜子	面 [mian4], 个 [ge4]
镜架	副 [fu4]
钟	架 [jia4], 座 [zuo4]
钟头	个 [ge4]
镯子	只 [zhi1]
铁丝	根 [gen1]
铁丝网	道 [dao4]
铁路	条 [tiao2]
铁轨	根 [gen1]
铁锨	把 [ba3]
钥匙	把 [ba3]
锣	面 [mian4]
钻戒	只 [zhi1]
钻石	颗 [ke1]
长凳	张 [zhang1]
长官	位 [wei4]
长枪	支 [zhi1]
长矛	把 [ba3], 柄 [bing3]
长筒袜	双 [shuang1]
长袍	件 [jian4]
长颈鹿	只 [zhi1]
门	扇 [shan4], 个 [ge4]
门口	个 [ge4]
门面	间 [jian1]
闪电	道 [dao4]
开始	个 [ge4]
开支	笔 [bi3], 项 [xiang4]
阅览室	间 [jian1]
关系	个 [ge4]
关卡	个 [ge4], 道 [dao4]
关键	个 [ge4]
防火墙	堵 [du3]
防线	道 [dao4]
阿姨	个 [ge4]
限制	个 [ge4]
院	个 [ge4]
院子	个 [ge4]
院长	个 [ge4]
阴茎套	只 [zhi1]
阳光	线 [xian4]
队	个 [ge4]
队伍	个 [ge4], 支 [zhi1], 条 [tiao2]
队长	个 [ge4]
阶段	个 [ge4]
阶级	个 [ge4]
陨石	块 [kuai4], 颗 [ke1]
隐形眼镜	只 [zhi1], 副 [fu4]
集会	个 [ge4], 次 [ci4]
集邮册	本 [ben3]
集邮簿	本 [ben3], 册 [ce4], 部 [bu4]
雕像	尊 [zun1]
双打	场 [chang3]
双胞胎	对 [dui4]
杂技	场 [chang3]
杂志	本 [ben3], 份 [fen4], 期 [qi1]
鸡	只 [zhi1]
鸡毛	根 [gen1]
鸡腿	根 [gen1]
鸡蛋	个 [ge4], 打 [da2]
雨	阵 [zhen4], 场 [chang2]
雨伞	把 [ba3]
雨衣	件 [jian4]
雨靴	双 [shuang1]
雪	场 [chang2]
雪鞋	双 [shuang1]
云	朵 [duo3]
云彩	朵 [duo3]
电冰箱	个 [ge4]
电报	封 [feng1], 份 [fen4]
电子邮件	封 [feng1], 份 [fen4]
电影	部 [bu4], 片 [pian4], 幕 [mu4], 场 [chang3]
电影节	届 [jie4]
电影院	家 [jia1], 座 [zuo4]
电梯	台 [tai2], 部 [bu4]
电池	节 [jie2], 组 [zu3]
电灯	盏 [zhan3]
电线	根 [gen1]
电线杆	根 [gen1]
电线杆	根 [gen1]
电脑	台 [tai2]
电台	个 [ge4], 家 [jia1]
电视	台 [tai2], 个 [ge4]
电视剧	部 [bu4]
电视机	台 [tai2]
电视台	个 [ge4]
电话	部 [bu4], 通 [tong1]
电车	辆 [liang4]
电风扇	架 [jia4], 台 [tai2]
雾	场 [chang2], 阵 [zhen4]
霸气	股 [gu3]
青史	笔 [bi3]
面料	块 [kuai4]
面貌	个 [ge4]
革命	次 [ci4]
鞋	双 [shuang1], 只 [zhi1]
鞋带	根 [gen1], 双 [shuang1]
鞭子	根 [gen1]
鞭炮	枚 [mei2]
音乐	张 [zhang1], 曲 [qu3], 段 [duan4]
音乐会	场 [chang3]
响应	个 [ge4]
响雷	个 [ge4]
项目	个 [ge4]
项链	条 [tiao2]
领导	位 [wei4], 个 [ge4]
领带	条 [tiao2]
领袖	个 [ge4], 位 [wei4], 名 [ming2]
头	个 [ge4]
题	个 [ge4], 道 [dao4]
题目	个 [ge4]
顾客	位 [wei4]
显微镜	台 [tai2]
风	阵 [zhen4], 丝 [si1]
风俗	个 [ge4]
风景	个 [ge4]
风波	场 [chang2]
风衣	件 [jian4]
飞机	架 [jia4]
飞机场	处 [chu4]
飞机票	张 [zhang1]
食品	种 [zhong3]
食堂	个 [ge4], 间 [jian1]
食火鸡	只 [zhi1]
食物	种 [zhong3]
食谱	份 [fen4], 个 [ge4]
饭	碗 [wan3], 顿 [dun4]
饭店	家 [jia1], 个 [ge4]
饭馆	家 [jia1]
饺子	个 [ge4], 只 [zhi1]
饼	张 [zhang1]
饼干	片 [pian4], 块 [kuai4]
餐巾	张 [zhang1]
餐厅	间 [jian1], 家 [jia1]
餐馆	家 [jia1]
馆	家 [jia1]
馒头	个 [ge4]
首都	个 [ge4]
香	根 [gen1]
香味	股 [gu3]
香槟酒	瓶 [ping2], 杯 [bei1]
香烟	支 [zhi1], 条 [tiao2]
香皂	块 [kuai4]
香肠	根 [gen1]
香蕉	枝 [zhi1], 根 [gen1], 个 [ge4], 把 [ba3]
马	匹 [pi3]
马路	条 [tiao2]
骆驼	峰 [feng1]
骑行	次 [ci4]
骗局	场 [chang3]
骚动	阵 [zhen4]
骡	匹 [pi3], 头 [tou2]
骡子	匹 [pi3], 头 [tou2]
驴	头 [tou2]
骨头	根 [gen1], 块 [kuai4]
体恤衫	件 [jian4]
体积	个 [ge4]
体系	个 [ge4]
体育场	个 [ge4], 座 [zuo4]
体育馆	个 [ge4]
高原	片 [pian4]
高塔	座 [zuo4]
高射机枪	架 [jia4]
高度	个 [ge4]
高楼	座 [zuo4]
高丽菜	颗 [ke1], 个 [ge4]
发廊	家 [jia1], 间 [jian1]
胡子	撮 [zuo3], 根 [gen1]
胡须	根 [gen1], 绺 [liu3]
闹剧	场 [chang3], 出 [chu1], 幕 [mu4]
鬼话	篇 [pian1]
鱼	条 [tiao2], 尾 [wei3]
鲜花	朵 [duo3]
鲸鱼	条 [tiao2]
鸟	只 [zhi1], 群 [qun2]
鸭	只 [zhi1]
鹅	只 [zhi1]
盐	粒 [li4]
麦子	株 [zhu1]
面包	片 [pian4], 袋 [dai4], 块 [kuai4]
面包房	家 [jia1]
麻	缕 [lu:3]
麻将	副 [fu4]
黄油	盒 [he2]
黄瓜	条 [tiao2]
黄鳝	个 [ge4], 条 [tiao2]
黑板	块 [kuai4], 个 [ge4]
党	个 [ge4]
党员	名 [ming2], 位 [wei4], 个 [ge4]
鼓	通 [tong4], 面 [mian4]
鼓舞	个 [ge4]
鼠	只 [zhi1]
鼻子	个 [ge4], 只 [zhi1]
鼻孔	只 [zhi1]
齿	颗 [ke1]
龙	条 [tiao2]
龙眼	粒 [li4]
